# Generated: 2025-12-30T02:28:48.853220
# Source: scripts/generate_crosswalk.py
# Review status: auto-generated, pending expert review
naics_code,naics_name,relationship,uniclass_code,uniclass_table,uniclass_title,cardinality,confidence,notes
23711,Water and Sewer Line and Related Structures Construction,produces,Co_55_70,Co,Water supply complexes,1:N,B,score=0.333
23711,Water and Sewer Line and Related Structures Construction,produces,Co_55_70_20,Co,Water distribution complexes,1:N,B,score=0.333
23711,Water and Sewer Line and Related Structures Construction,produces,Co_55_70_60,Co,Water distribution networks,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Ss_50_35_45_85,Ss,Subsoil drainage pipe drain systems,1:N,A,score=0.562
237110,Water and Sewer Line and Related Structures Construction,produces,Ss_50_35_80,Ss,Storm water gravity drainage systems,1:N,A,score=0.562
237110,Water and Sewer Line and Related Structures Construction,produces,Ss_75_70_96,Ss,Water supply and wastewater control systems,1:N,A,score=0.562
237110,Water and Sewer Line and Related Structures Construction,produces,Ss_50_35_08_85,Ss,Surface water below-ground drainage pipeline systems,1:N,A,score=0.5
237110,Water and Sewer Line and Related Structures Construction,produces,Ss_50_70_05_85,Ss,Below-ground drainage surface water storage tank systems,1:N,B,score=0.474
237110,Water and Sewer Line and Related Structures Construction,produces,Ss_30_30_72_21,Ss,Daylight pipe systems,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Ss_50_70_85_96,Ss,Water butt systems,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Ss_55_30_96,Ss,Water firefighting systems,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Ss_55_30_98_96,Ss,Water mist systems,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Ss_55_70_96,Ss,Water feature systems,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Pr_20_29_14_24,Pr,Drainage pipe clips,1:N,A,score=0.643
237110,Water and Sewer Line and Related Structures Construction,produces,Pr_60_45_90,Pr,Wastewater and water mixer products,1:N,A,score=0.6
237110,Water and Sewer Line and Related Structures Construction,produces,Pr_65_53_96,Pr,Water supply and wastewater pumps,1:N,A,score=0.6
237110,Water and Sewer Line and Related Structures Construction,produces,Pr_65_54_94,Pr,Water supply and wastewater valves,1:N,A,score=0.6
237110,Water and Sewer Line and Related Structures Construction,produces,Pr_20_85_09_01,Pr,Above-ground drainage pipe brackets,1:N,A,score=0.562
237110,Water and Sewer Line and Related Structures Construction,produces,Pr_60_45_94,Pr,Wastewater screening and water abstraction products,1:N,A,score=0.562
237110,Water and Sewer Line and Related Structures Construction,produces,Pr_65_52_07_02,Pr,Adaptors for above-ground pipe connections to clay drainage pipelines,1:N,B,score=0.474
237110,Water and Sewer Line and Related Structures Construction,produces,Pr_65_52_07_03,Pr,Adaptors for above-ground pipe connections to plastics drainage pipelines,1:N,B,score=0.474
237110,Water and Sewer Line and Related Structures Construction,produces,Pr_40_30_61_97,Pr,Water play structures,1:N,B,score=0.429
237110,Water and Sewer Line and Related Structures Construction,produces,Pr_65_57_95_42,Pr,In-line water filters,1:N,B,score=0.429
237110,Water and Sewer Line and Related Structures Construction,produces,Ac_10_40_67,Ac,Plumbing,1:N,B,score=0.385
237110,Water and Sewer Line and Related Structures Construction,produces,Ac_10_40_63,Ac,Pipe fitting,1:N,B,score=0.357
237110,Water and Sewer Line and Related Structures Construction,produces,Ac_42_85_95,Ac,Water polo,1:N,B,score=0.357
237110,Water and Sewer Line and Related Structures Construction,produces,Ac_42_90,Ac,Water activities,1:N,B,score=0.357
237110,Water and Sewer Line and Related Structures Construction,produces,Ac_90_50_96,Ac,Water storing,1:N,B,score=0.357
237110,Water and Sewer Line and Related Structures Construction,produces,Ac_32_50,Ac,Marine and water activities,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Ac_42_90_98,Ac,White-water canoeing,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Ac_42_90_99,Ac,White-water rafting,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Ac_15_75_65,Ac,Ground water table surveying,1:N,B,score=0.312
237110,Water and Sewer Line and Related Structures Construction,produces,Ac_32,Ac,Water and land management activities,1:N,B,score=0.312
237110,Water and Sewer Line and Related Structures Construction,produces,En_50_35,En,Wastewater and surface water collection entities,1:N,A,score=0.562
237110,Water and Sewer Line and Related Structures Construction,produces,En_50_75_96,En,Wastewater storage structures,1:N,B,score=0.357
237110,Water and Sewer Line and Related Structures Construction,produces,En_30_85,En,Marine and water entities,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,En_32_85_96,En,Water-retaining walls,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,En_32_95_85,En,Surface water channels,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,En_42_90,En,Water activity entities,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,En_55_15_50,En,Water treatment buildings,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,En_55_15_55,En,Water treatment tanks,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,En_55_15_72,En,Raw water pipelines,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,En_55_70,En,Water supply entities,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Co_42_85_96,Co,Water parks,1:N,B,score=0.357
237110,Water and Sewer Line and Related Structures Construction,produces,Co_32_85_96,Co,Water control complexes,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Co_32_85_98,Co,Water pumping complexes,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Co_55_15_10,Co,Water extraction complexes,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Co_55_15_15,Co,Water extraction networks,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Co_55_15_50,Co,Water treatment complexes,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Co_55_15_96,Co,Water storage complexes,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Co_55_70,Co,Water supply complexes,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Co_55_70_20,Co,Water distribution complexes,1:N,B,score=0.333
237110,Water and Sewer Line and Related Structures Construction,produces,Co_55_70_60,Co,Water distribution networks,1:N,B,score=0.333
23712,Oil and Gas Pipeline and Related Structures Construction,produces,Ac_30_10_57,Ac,Offshore oil and gas drilling,1:N,C,score=0.25
23712,Oil and Gas Pipeline and Related Structures Construction,produces,Ac_30_10_59,Ac,Onshore oil and gas drilling,1:N,C,score=0.25
23712,Oil and Gas Pipeline and Related Structures Construction,produces,En_30_30_33,En,Gas processing structures,1:N,C,score=0.286
23712,Oil and Gas Pipeline and Related Structures Construction,produces,En_30_30_58,En,Oil processing structures,1:N,C,score=0.286
23712,Oil and Gas Pipeline and Related Structures Construction,produces,En_55_05_30,En,Gas extraction structures,1:N,C,score=0.286
23712,Oil and Gas Pipeline and Related Structures Construction,produces,En_55_10_10,En,Oil extraction structures,1:N,C,score=0.286
23712,Oil and Gas Pipeline and Related Structures Construction,produces,En_55_20_50,En,Gas distribution structures,1:N,C,score=0.286
23712,Oil and Gas Pipeline and Related Structures Construction,produces,En_30_10_57,En,Offshore oil and gas extraction platforms,1:N,C,score=0.222
237120,Oil and Gas Pipeline and Related Structures Construction,produces,Ac_30_10_57,Ac,Offshore oil and gas drilling,1:N,C,score=0.25
237120,Oil and Gas Pipeline and Related Structures Construction,produces,Ac_30_10_59,Ac,Onshore oil and gas drilling,1:N,C,score=0.25
237120,Oil and Gas Pipeline and Related Structures Construction,produces,En_30_30_33,En,Gas processing structures,1:N,C,score=0.286
237120,Oil and Gas Pipeline and Related Structures Construction,produces,En_30_30_58,En,Oil processing structures,1:N,C,score=0.286
237120,Oil and Gas Pipeline and Related Structures Construction,produces,En_55_05_30,En,Gas extraction structures,1:N,C,score=0.286
237120,Oil and Gas Pipeline and Related Structures Construction,produces,En_55_10_10,En,Oil extraction structures,1:N,C,score=0.286
237120,Oil and Gas Pipeline and Related Structures Construction,produces,En_55_20_50,En,Gas distribution structures,1:N,C,score=0.286
237120,Oil and Gas Pipeline and Related Structures Construction,produces,En_30_10_57,En,Offshore oil and gas extraction platforms,1:N,C,score=0.222
23713,Power and Communication Line and Related Structures Construction,produces,Ss_70,Ss,Electrical systems,1:N,B,score=0.4
23713,Power and Communication Line and Related Structures Construction,produces,Ss_70_30_60,Ss,Overhead line traction power distribution systems,1:N,B,score=0.385
23713,Power and Communication Line and Related Structures Construction,produces,Ss_25_14_67_27,Ss,Electric fencing systems,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,Ss_70_30_80,Ss,Small power systems,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,Ss_70_95,Ss,Temporary electrical systems,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,Ss_75_50_45,Ss,Electrical protection systems,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,Ss_85_50,Ss,Mechanical power systems,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,Ss_85_50_65,Ss,Power supply systems,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,Ss_85_50_65_38,Ss,Hydraulic power systems,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,Ss_15_95_70,Ss,Temporary electrical works systems,1:N,B,score=0.333
23713,Power and Communication Line and Related Structures Construction,produces,Pr_65_72_59,Pr,Overhead power supply line products,1:N,B,score=0.417
23713,Power and Communication Line and Related Structures Construction,produces,Pr_30_36_08_27,Pr,Electric locks,1:N,B,score=0.4
23713,Power and Communication Line and Related Structures Construction,produces,Pr_40_10_57_23,Pr,Electrical diagrams,1:N,B,score=0.4
23713,Power and Communication Line and Related Structures Construction,produces,Pr_40_50_13_26,Pr,Electric clocks,1:N,B,score=0.4
23713,Power and Communication Line and Related Structures Construction,produces,Pr_40_70_17_27,Pr,Electric ovens,1:N,B,score=0.4
23713,Power and Communication Line and Related Structures Construction,produces,Pr_40_70_24_26,Pr,Electric barbecues,1:N,B,score=0.4
23713,Power and Communication Line and Related Structures Construction,produces,Pr_40_70_35_27,Pr,Electric kilns,1:N,B,score=0.4
23713,Power and Communication Line and Related Structures Construction,produces,Pr_40_70_84_67,Pr,Power plates,1:N,B,score=0.4
23713,Power and Communication Line and Related Structures Construction,produces,Pr_60_60_08_27,Pr,Electric boilers,1:N,B,score=0.4
23713,Power and Communication Line and Related Structures Construction,produces,Pr_65_72_97,Pr,Wiring accessories,1:N,B,score=0.4
23713,Power and Communication Line and Related Structures Construction,produces,Ac_70,Ac,Electrical activities,1:N,B,score=0.4
23713,Power and Communication Line and Related Structures Construction,produces,Ac_85_65_26,Ac,Electrical switching,1:N,B,score=0.4
23713,Power and Communication Line and Related Structures Construction,produces,Ac_10_40_27,Ac,Electrical system installing,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,Ac_30_80,Ac,Kinetic power generation,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,Ac_70_60,Ac,Electrical installations testing,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,Ac_70_65,Ac,Electrical systems commissioning,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,Ac_70_60_26,Ac,Electrical equipment inspection and testing,1:N,B,score=0.333
23713,Power and Communication Line and Related Structures Construction,produces,Ac_70_60_35,Ac,Hazardous areas electrical wiring inspection and testing,1:N,B,score=0.308
23713,Power and Communication Line and Related Structures Construction,produces,Ac_70_60_37,Ac,High-voltage electrical installations testing,1:N,B,score=0.308
23713,Power and Communication Line and Related Structures Construction,produces,Ac_15_15_48,Ac,Low-voltage general power electrical installations surveying,1:N,C,score=0.286
23713,Power and Communication Line and Related Structures Construction,produces,En_30_80,En,Mechanical power generation,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,En_70_10,En,Electrical power generation entities,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,En_70_10_10,En,Electrical power generation buildings,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,En_70,En,Electrical power generation and distribution entities,1:N,B,score=0.333
23713,Power and Communication Line and Related Structures Construction,produces,En_70_30_60,En,Overhead power distribution lines,1:N,B,score=0.333
23713,Power and Communication Line and Related Structures Construction,produces,Co_70_10,Co,Electrical power generation complexes,1:N,B,score=0.364
23713,Power and Communication Line and Related Structures Construction,produces,Co_30_80,Co,Mechanical power generation complexes,1:N,B,score=0.333
23713,Power and Communication Line and Related Structures Construction,produces,Co_30_80_10,Co,Kinetic power generation complexes,1:N,B,score=0.333
23713,Power and Communication Line and Related Structures Construction,produces,Co_70,Co,Electrical power generation and distribution complexes,1:N,B,score=0.333
23713,Power and Communication Line and Related Structures Construction,produces,Co_70_10_08,Co,Biomass power generation complexes,1:N,B,score=0.333
23713,Power and Communication Line and Related Structures Construction,produces,Co_70_10_16,Co,Coal power generation complexes,1:N,B,score=0.333
23713,Power and Communication Line and Related Structures Construction,produces,Co_70_10_33,Co,Gas power generation complexes,1:N,B,score=0.333
23713,Power and Communication Line and Related Structures Construction,produces,Co_70_10_34,Co,Geothermal power generation complexes,1:N,B,score=0.333
23713,Power and Communication Line and Related Structures Construction,produces,Co_70_10_38,Co,Hydroelectric power generation complexes,1:N,B,score=0.333
23713,Power and Communication Line and Related Structures Construction,produces,Co_70_10_57,Co,Nuclear power generation complexes,1:N,B,score=0.333
237130,Power and Communication Line and Related Structures Construction,produces,Ss_70,Ss,Electrical systems,1:N,B,score=0.4
237130,Power and Communication Line and Related Structures Construction,produces,Ss_70_30_60,Ss,Overhead line traction power distribution systems,1:N,B,score=0.385
237130,Power and Communication Line and Related Structures Construction,produces,Ss_25_14_67_27,Ss,Electric fencing systems,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,Ss_70_30_80,Ss,Small power systems,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,Ss_70_95,Ss,Temporary electrical systems,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,Ss_75_50_45,Ss,Electrical protection systems,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,Ss_85_50,Ss,Mechanical power systems,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,Ss_85_50_65,Ss,Power supply systems,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,Ss_85_50_65_38,Ss,Hydraulic power systems,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,Ss_15_95_70,Ss,Temporary electrical works systems,1:N,B,score=0.333
237130,Power and Communication Line and Related Structures Construction,produces,Pr_65_72_59,Pr,Overhead power supply line products,1:N,B,score=0.417
237130,Power and Communication Line and Related Structures Construction,produces,Pr_30_36_08_27,Pr,Electric locks,1:N,B,score=0.4
237130,Power and Communication Line and Related Structures Construction,produces,Pr_40_10_57_23,Pr,Electrical diagrams,1:N,B,score=0.4
237130,Power and Communication Line and Related Structures Construction,produces,Pr_40_50_13_26,Pr,Electric clocks,1:N,B,score=0.4
237130,Power and Communication Line and Related Structures Construction,produces,Pr_40_70_17_27,Pr,Electric ovens,1:N,B,score=0.4
237130,Power and Communication Line and Related Structures Construction,produces,Pr_40_70_24_26,Pr,Electric barbecues,1:N,B,score=0.4
237130,Power and Communication Line and Related Structures Construction,produces,Pr_40_70_35_27,Pr,Electric kilns,1:N,B,score=0.4
237130,Power and Communication Line and Related Structures Construction,produces,Pr_40_70_84_67,Pr,Power plates,1:N,B,score=0.4
237130,Power and Communication Line and Related Structures Construction,produces,Pr_60_60_08_27,Pr,Electric boilers,1:N,B,score=0.4
237130,Power and Communication Line and Related Structures Construction,produces,Pr_65_72_97,Pr,Wiring accessories,1:N,B,score=0.4
237130,Power and Communication Line and Related Structures Construction,produces,Ac_70,Ac,Electrical activities,1:N,B,score=0.4
237130,Power and Communication Line and Related Structures Construction,produces,Ac_85_65_26,Ac,Electrical switching,1:N,B,score=0.4
237130,Power and Communication Line and Related Structures Construction,produces,Ac_10_40_27,Ac,Electrical system installing,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,Ac_30_80,Ac,Kinetic power generation,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,Ac_70_60,Ac,Electrical installations testing,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,Ac_70_65,Ac,Electrical systems commissioning,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,Ac_70_60_26,Ac,Electrical equipment inspection and testing,1:N,B,score=0.333
237130,Power and Communication Line and Related Structures Construction,produces,Ac_70_60_35,Ac,Hazardous areas electrical wiring inspection and testing,1:N,B,score=0.308
237130,Power and Communication Line and Related Structures Construction,produces,Ac_70_60_37,Ac,High-voltage electrical installations testing,1:N,B,score=0.308
237130,Power and Communication Line and Related Structures Construction,produces,Ac_15_15_48,Ac,Low-voltage general power electrical installations surveying,1:N,C,score=0.286
237130,Power and Communication Line and Related Structures Construction,produces,En_30_80,En,Mechanical power generation,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,En_70_10,En,Electrical power generation entities,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,En_70_10_10,En,Electrical power generation buildings,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,En_70,En,Electrical power generation and distribution entities,1:N,B,score=0.333
237130,Power and Communication Line and Related Structures Construction,produces,En_70_30_60,En,Overhead power distribution lines,1:N,B,score=0.333
237130,Power and Communication Line and Related Structures Construction,produces,Co_70_10,Co,Electrical power generation complexes,1:N,B,score=0.364
237130,Power and Communication Line and Related Structures Construction,produces,Co_30_80,Co,Mechanical power generation complexes,1:N,B,score=0.333
237130,Power and Communication Line and Related Structures Construction,produces,Co_30_80_10,Co,Kinetic power generation complexes,1:N,B,score=0.333
237130,Power and Communication Line and Related Structures Construction,produces,Co_70,Co,Electrical power generation and distribution complexes,1:N,B,score=0.333
237130,Power and Communication Line and Related Structures Construction,produces,Co_70_10_08,Co,Biomass power generation complexes,1:N,B,score=0.333
237130,Power and Communication Line and Related Structures Construction,produces,Co_70_10_16,Co,Coal power generation complexes,1:N,B,score=0.333
237130,Power and Communication Line and Related Structures Construction,produces,Co_70_10_33,Co,Gas power generation complexes,1:N,B,score=0.333
237130,Power and Communication Line and Related Structures Construction,produces,Co_70_10_34,Co,Geothermal power generation complexes,1:N,B,score=0.333
237130,Power and Communication Line and Related Structures Construction,produces,Co_70_10_38,Co,Hydroelectric power generation complexes,1:N,B,score=0.333
237130,Power and Communication Line and Related Structures Construction,produces,Co_70_10_57,Co,Nuclear power generation complexes,1:N,B,score=0.333
2372,Land Subdivision,produces,Ss_45_55,Ss,Land fauna systems,1:N,C,score=0.25
2372,Land Subdivision,produces,En_32_10_04,En,Arable land,1:N,B,score=0.333
2372,Land Subdivision,produces,En_32_10_40,En,Horticultural land,1:N,B,score=0.333
2372,Land Subdivision,produces,En_32_20_65,En,Plots of land,1:N,B,score=0.333
2372,Land Subdivision,produces,En_32_20,En,Designated land entities,1:N,C,score=0.25
2372,Land Subdivision,produces,En_32_40,En,Land managed entities,1:N,C,score=0.25
2372,Land Subdivision,produces,Co_32_20,Co,Designated land areas,1:N,C,score=0.25
23721,Land Subdivision,produces,Ss_45_55,Ss,Land fauna systems,1:N,C,score=0.25
23721,Land Subdivision,produces,En_32_10_04,En,Arable land,1:N,B,score=0.333
23721,Land Subdivision,produces,En_32_10_40,En,Horticultural land,1:N,B,score=0.333
23721,Land Subdivision,produces,En_32_20_65,En,Plots of land,1:N,B,score=0.333
23721,Land Subdivision,produces,En_32_20,En,Designated land entities,1:N,C,score=0.25
23721,Land Subdivision,produces,En_32_40,En,Land managed entities,1:N,C,score=0.25
23721,Land Subdivision,produces,Co_32_20,Co,Designated land areas,1:N,C,score=0.25
237210,Land Subdivision,produces,Ss_45_55,Ss,Land fauna systems,1:N,C,score=0.25
237210,Land Subdivision,produces,En_32_10_04,En,Arable land,1:N,B,score=0.333
237210,Land Subdivision,produces,En_32_10_40,En,Horticultural land,1:N,B,score=0.333
237210,Land Subdivision,produces,En_32_20_65,En,Plots of land,1:N,B,score=0.333
237210,Land Subdivision,produces,En_32_20,En,Designated land entities,1:N,C,score=0.25
237210,Land Subdivision,produces,En_32_40,En,Land managed entities,1:N,C,score=0.25
237210,Land Subdivision,produces,Co_32_20,Co,Designated land areas,1:N,C,score=0.25
2373,"Highway, Street, and Bridge Construction",produces,Ss_30_14,Ss,Paving systems,1:N,A,score=0.5
2373,"Highway, Street, and Bridge Construction",produces,Ss_30_14_05,Ss,Asphalt road and paving systems,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ss_30_14_80_37,Ss,Hoggin paving systems,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ss_30_14_90,Ss,Unit paving systems,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ss_30_14_90_50,Ss,Mosaic paving systems,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ss_30_34,Ss,Pavement opening systems,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ss_30_60_45_20,Ss,Demarcation paving systems,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ss_37_17_50_72,Ss,Road mast systems,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ss_50_70_85_61,Ss,Pervious pavement systems,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ss_15_95_80,Ss,Temporary pavement works systems,1:N,B,score=0.417
2373,"Highway, Street, and Bridge Construction",produces,Pr_25_30_86_60,Pr,Pavement extenders,1:N,A,score=0.5
2373,"Highway, Street, and Bridge Construction",produces,Pr_25_93_60,Pr,Paving units,1:N,A,score=0.5
2373,"Highway, Street, and Bridge Construction",produces,Pr_35_31_66_60,Pr,Paving primers,1:N,A,score=0.5
2373,"Highway, Street, and Bridge Construction",produces,Pr_40_10_77_85,Pr,Street signs,1:N,A,score=0.5
2373,"Highway, Street, and Bridge Construction",produces,Pr_40_30_53_73,Pr,Road mirrors,1:N,A,score=0.5
2373,"Highway, Street, and Bridge Construction",produces,Pr_20_31_01_39,Pr,Hydraulic road binders,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Pr_20_31_53_60,Pr,Paving jointing mortars,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Pr_20_85_47_22,Pr,Decking and paving pedestals,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Pr_25_93_60_10,Pr,Clay paving tiles,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Pr_25_93_70,Pr,Rail track paving,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ac_15_70,Ac,Road and bridge surveying,1:N,A,score=0.8
2373,"Highway, Street, and Bridge Construction",produces,Ac_80_35,Ac,Highway activities,1:N,A,score=0.5
2373,"Highway, Street, and Bridge Construction",produces,Ac_80_35_73,Ac,Road buffering,1:N,A,score=0.5
2373,"Highway, Street, and Bridge Construction",produces,Ac_15_70_70,Ac,Road safety auditing,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ac_85_60,Ac,Paving maintenance activities,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ac_85_60_02,Ac,Asphalt paving maintenance,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ac_85_60_92,Ac,Unbound paving maintenance,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ac_85_60_93,Ac,Unit paving maintenance,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,Ac_80_45,Ac,Highway storage and maintenance activities,1:N,B,score=0.417
2373,"Highway, Street, and Bridge Construction",produces,Ac_85_60_04,Ac,Asphalt sports paving maintenance,1:N,B,score=0.417
2373,"Highway, Street, and Bridge Construction",produces,En_80_35,En,Road entities,1:N,A,score=0.5
2373,"Highway, Street, and Bridge Construction",produces,En_80_35_35,En,Highway maintenance depots,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,En_80_35_38,En,Highway service stations,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,En_80_90_73,En,Road freight depots,1:N,B,score=0.455
2373,"Highway, Street, and Bridge Construction",produces,En_60_30,En,Rail and paving heating entities,1:N,B,score=0.312
2373,"Highway, Street, and Bridge Construction",produces,Co_80_35,Co,Road complexes,1:N,A,score=0.5
2373,"Highway, Street, and Bridge Construction",produces,Co_80_35_75,Co,Road networks,1:N,A,score=0.5
2373,"Highway, Street, and Bridge Construction",produces,Co_80_50_76,Co,Road-based light rail complexes,1:N,B,score=0.385
23731,"Highway, Street, and Bridge Construction",produces,Ss_30_14,Ss,Paving systems,1:N,A,score=0.5
23731,"Highway, Street, and Bridge Construction",produces,Ss_30_14_05,Ss,Asphalt road and paving systems,1:N,B,score=0.455
23731,"Highway, Street, and Bridge Construction",produces,Ss_30_14_80_37,Ss,Hoggin paving systems,1:N,B,score=0.455
23731,"Highway, Street, and Bridge Construction",produces,Ss_30_14_90,Ss,Unit paving systems,1:N,B,score=0.455
23731,"Highway, Street, and Bridge Construction",produces,Ss_30_14_90_50,Ss,Mosaic paving systems,1:N,B,score=0.455
23731,"Highway, Street, and Bridge Construction",produces,Ss_30_34,Ss,Pavement opening systems,1:N,B,score=0.455
23731,"Highway, Street, and Bridge Construction",produces,Ss_30_60_45_20,Ss,Demarcation paving systems,1:N,B,score=0.455
23731,"Highway, Street, and Bridge Construction",produces,Ss_37_17_50_72,Ss,Road mast systems,1:N,B,score=0.455
23731,"Highway, Street, and Bridge Construction",produces,Ss_50_70_85_61,Ss,Pervious pavement systems,1:N,B,score=0.455
23731,"Highway, Street, and Bridge Construction",produces,Ss_15_95_80,Ss,Temporary pavement works systems,1:N,B,score=0.417
23731,"Highway, Street, and Bridge Construction",produces,Pr_25_30_86_60,Pr,Pavement extenders,1:N,A,score=0.5
23731,"Highway, Street, and Bridge Construction",produces,Pr_25_93_60,Pr,Paving units,1:N,A,score=0.5
23731,"Highway, Street, and Bridge Construction",produces,Pr_35_31_66_60,Pr,Paving primers,1:N,A,score=0.5
23731,"Highway, Street, and Bridge Construction",produces,Pr_40_10_77_85,Pr,Street signs,1:N,A,score=0.5
23731,"Highway, Street, and Bridge Construction",produces,Pr_40_30_53_73,Pr,Road mirrors,1:N,A,score=0.5
23731,"Highway, Street, and Bridge Construction",produces,Pr_20_31_01_39,Pr,Hydraulic road binders,1:N,B,score=0.455
23731,"Highway, Street, and Bridge Construction",produces,Pr_20_31_53_60,Pr,Paving jointing mortars,1:N,B,score=0.455
23731,"Highway, Street, and Bridge Construction",produces,Pr_20_85_47_22,Pr,Decking and paving pedestals,1:N,B,score=0.455
23731,"Highway, Street, and Bridge Construction",produces,Pr_25_93_60_10,Pr,Clay paving tiles,1:N,B,score=0.455
23731,"Highway, Street, and Bridge Construction",produces,Pr_25_93_70,Pr,Rail track paving,1:N,B,score=0.455
23731,"Highway, Street, and Bridge Construction",produces,Ac_15_70,Ac,Road and bridge surveying,1:N,A,score=0.8
23731,"Highway, Street, and Bridge Construction",produces,Ac_80_35,Ac,Highway activities,1:N,A,score=0.5
23731,"Highway, Street, and Bridge Construction",produces,Ac_80_35_73,Ac,Road buffering,1:N,A,score=0.5
